ID	adj.P.Val	P.Value	logFC	GeneSymbol
CUST_40_PI429545399	0.3858	2.58E-03	-1.09	
A_23_P500353	0.3858	2.59E-03	-6.20E-01	KCNN2
CUST_24081_PI429545399	0.3858	2.59E-03	3.88E-01	
CUST_31321_PI429545380	0.3858	2.59E-03	6.54E-01	
A_21_P0000114	0.3858	2.60E-03	8.88E-01	ADAM18
A_33_P3208966	0.3858	2.60E-03	-6.74E-01	
A_23_P212126	0.3858	2.61E-03	1.98	
A_23_P166248	0.3858	2.62E-03	4.94E-01	
A_33_P3373805	0.3858	2.62E-03	-1.22	
CUST_33021_PI429545395	0.3858	2.63E-03	1.25	
CUST_10086_PI429545384	0.3858	2.64E-03	6.42E-01	
A_33_P3275220	0.3858	2.64E-03	1.26	NRK
CUST_24291_PI429545399	0.3858	2.64E-03	-8.56E-01	
A_33_P3282241	0.3874	2.66E-03	-8.68E-01	OR5D16
A_23_P397341	0.3874	2.67E-03	8.08E-01	PAQR4
CUST_32562_PI429545406	0.3874	2.67E-03	-5.26E-01	
A_23_P69293	0.3874	2.68E-03	-5.96E-01	CHDH
CUST_11890_PI429545402	0.3874	2.68E-03	-1.11	
CUST_39457_PI429545388	0.3878	2.69E-03	8.74E-01	
CUST_13098_PI429545388	0.3879	2.69E-03	-4.72E-01	
CUST_35792_PI429545380	0.3887	2.71E-03	-6.64E-01	
A_23_P348253	0.3887	2.71E-03	-7.40E-01	CDHR3
A_32_P29118	0.389	2.73E-03	6.50E-01	SEMA3D
CUST_16313_PI429545384	0.389	2.74E-03	-5.18E-01	
CUST_39236_PI429545399	0.389	2.74E-03	1.11	
A_21_P0011087	0.389	2.74E-03	-9.22E-01	LOC728715
CUST_13580_PI429545402	0.389	2.75E-03	-1.22	
CUST_33324_PI429545384	0.389	2.75E-03	-2.32	
CUST_1616_PI429545380	0.389	2.75E-03	-9.74E-01	
CUST_39959_PI429545376	0.3897	2.77E-03	-8.76E-01	
CUST_22667_PI429545384	0.3902	2.77E-03	-5.04E-01	
A_33_P3331767	0.3905	2.79E-03	-5.08E-01	
A_33_P3335984	0.3905	2.79E-03	-4.04E-01	
A_33_P3335386	0.3905	2.80E-03	-5.68E-01	FAM83G
CUST_1973_PI429545384	0.3905	2.81E-03	-6.82E-01	
CUST_28356_PI429545388	0.3905	2.82E-03	-5.96E-01	
CUST_18983_PI429545376	0.3905	2.82E-03	-1.07	
CUST_33361_PI429545395	0.3905	2.83E-03	1.7	
CUST_22707_PI429545388	0.3905	2.84E-03	-1.06	
CUST_35206_PI429545402	0.3905	2.84E-03	-1.03	
A_33_P3293466	0.3905	2.84E-03	-6.82E-01	
CUST_447_PI429545399	0.3906	2.84E-03	1.27	
CUST_28411_PI429545399	0.391	2.86E-03	-9.10E-01	
CUST_42207_PI429545388	0.391	2.86E-03	-1.48	
A_33_P3340802	0.391	2.87E-03	-1.16	
CUST_18266_PI429545384	0.391	2.87E-03	-4.96E-01	
A_24_P87036	0.391	2.88E-03	6.02E-01	ANO1
CUST_24009_PI429545406	0.391	2.88E-03	-5.80E-01	
CUST_2244_PI429545402	0.3919	2.89E-03	-9.08E-01	
CUST_44315_PI429545395	0.392	2.91E-03	-1.52	
CUST_22803_PI429545410	0.392	2.92E-03	7.24E-01	
CUST_3310_PI429545410	0.392	2.92E-03	5.48E-01	
A_23_P54770	0.392	2.92E-03	1.52	APOBR
CUST_16884_PI429545380	0.392	2.94E-03	1.35	
CUST_3231_PI429545395	0.392	2.94E-03	7.38E-01	
CUST_24037_PI429545384	0.392	2.95E-03	1.24	
A_23_P201066	0.392	2.96E-03	-7.70E-01	SUSD4
CUST_22871_PI429545395	0.392	2.96E-03	6.60E-01	
A_23_P60259	0.392	2.97E-03	-1.03	TMEM38B
A_33_P3424832	0.392	2.97E-03	-7.98E-01	
CUST_32151_PI429545395	0.392	2.98E-03	1.29	
A_33_P3369098	0.392	2.98E-03	-8.48E-01	MYL10
CUST_42374_PI429545399	0.392	2.98E-03	5.72E-01	
CUST_16988_PI429545406	0.392	2.99E-03	-7.40E-01	
CUST_13385_PI429545406	0.3933	3.01E-03	4.16E-01	
A_21_P0012371	0.3933	3.02E-03	-7.12E-01	LOC645206
A_33_P3793707	0.3933	3.02E-03	-5.30E-01	LOC157381
A_23_P10062	0.3933	3.02E-03	-1.02	MGAT4C
A_33_P3310644	0.3953	3.04E-03	8.92E-01	OR4L1
A_33_P3235856	0.3974	3.06E-03	-5.38E-01	RORB
A_23_P45524	0.3975	3.07E-03	-4.40E-01	NGFRAP1
A_33_P3331085	0.3975	3.08E-03	4.74E-01	SEC24A
A_23_P146997	0.3976	3.08E-03	5.72E-01	
CUST_35817_PI429545388	0.3985	3.10E-03	-1.06	
CUST_28243_PI429545376	0.3985	3.11E-03	-7.62E-01	
CUST_28801_PI429545399	0.3985	3.13E-03	-6.00E-01	
CUST_27673_PI429545384	0.3985	3.13E-03	-5.62E-01	
CUST_11790_PI429545402	0.3985	3.14E-03	-4.90E-01	
A_24_P131522	0.3985	3.14E-03	4.58E-01	ANTXR1
CUST_3629_PI429545380	0.3985	3.14E-03	-4.52E-01	
A_21_P0013972	0.3985	3.14E-03	7.08E-01	LOC100505836
A_33_P3214670	0.3985	3.15E-03	1.27	HK2
A_24_P458479	0.3985	3.15E-03	-6.68E-01	
CUST_39179_PI429545376	0.3985	3.16E-03	1.08	
CUST_29468_PI429545395	0.3985	3.18E-03	-5.42E-01	
CUST_17392_PI429545384	0.3985	3.18E-03	-4.48E-01	
CUST_30643_PI429545410	0.3985	3.18E-03	-8.28E-01	
A_33_P3240941	0.3985	3.18E-03	3.64E-01	BACE1
CUST_12598_PI429545406	0.3985	3.20E-03	1.01	
CUST_38694_PI429545402	0.3985	3.21E-03	-8.60E-01	
CUST_26991_PI429545395	0.3985	3.21E-03	-5.84E-01	
CUST_17433_PI429545388	0.3985	3.21E-03	7.96E-01	
A_33_P3482461	0.3985	3.21E-03	-5.50E-01	LOC150005
CUST_29713_PI429545410	0.3985	3.22E-03	1.22	
CUST_18147_PI429545395	0.3988	3.24E-03	8.92E-01	
CUST_2670_PI429545410	0.3988	3.26E-03	-3.86E-01	
A_23_P48414	0.3988	3.27E-03	1.16	
A_23_P119943	0.3988	3.27E-03	1.07	
CUST_22307_PI429545384	0.3988	3.29E-03	1.24	
CUST_30321_PI429545399	0.3988	3.29E-03	8.44E-01	
CUST_2383_PI429545399	0.3988	3.29E-03	1.04	
CUST_13401_PI429545399	0.3988	3.30E-03	3.80E-01	
CUST_29919_PI429545406	0.3988	3.30E-03	-7.28E-01	
CUST_33635_PI429545406	0.3988	3.30E-03	6.36E-01	
A_33_P3293381	0.3988	3.30E-03	-4.86E-01	RASSF4
CUST_35621_PI429545395	0.3988	3.30E-03	-4.48E-01	
A_33_P3375899	0.3988	3.32E-03	4.72E-01	
CUST_38354_PI429545402	0.3988	3.32E-03	5.32E-01	
A_24_P243749	0.3988	3.33E-03	1.54	
A_23_P41629	0.3988	3.34E-03	-8.66E-01	ADAMTS16
CUST_40760_PI429545406	0.3988	3.35E-03	-5.22E-01	
CUST_26973_PI429545410	0.3988	3.35E-03	-8.80E-01	
CUST_40832_PI429545380	0.3988	3.36E-03	-1.66	
CUST_27573_PI429545388	0.3988	3.36E-03	1.21	
A_21_P0010469	0.3988	3.36E-03	-5.04E-01	LOC100144603
A_33_P3404601	0.3988	3.38E-03	1.08	
CUST_35385_PI429545384	0.3988	3.38E-03	8.02E-01	
CUST_15408_PI429545384	0.3988	3.39E-03	-4.96E-01	
CUST_11556_PI429545395	0.3988	3.39E-03	6.68E-01	
A_32_P184464	0.3988	3.40E-03	-9.86E-01	ROPN1
CUST_44885_PI429545380	0.3988	3.41E-03	-1.02	
CUST_16905_PI429545384	0.3988	3.42E-03	-1.4	
CUST_1566_PI429545380	0.3988	3.43E-03	-5.66E-01	
A_24_P626931	0.3988	3.43E-03	-6.08E-01	UBE2CBP
A_23_P166297	0.3988	3.44E-03	-4.58E-01	ABCG1
CUST_13981_PI429545376	0.3988	3.44E-03	-1.37	
CUST_11569_PI429545380	0.3988	3.44E-03	-5.48E-01	
CUST_25711_PI429545399	0.3988	3.46E-03	-5.26E-01	
A_19_P00803558	0.3988	3.46E-03	-4.50E-01	KCNA6
A_23_P435636	0.3988	3.46E-03	-6.02E-01	DAND5
A_33_P3247255	0.3988	3.47E-03	4.18E-01	TMCO3
CUST_29583_PI429545410	0.3988	3.47E-03	-9.34E-01	
A_23_P64980	0.3988	3.48E-03	-5.32E-01	SLC6A13
CUST_38229_PI429545376	0.3988	3.49E-03	-9.18E-01	
CUST_33144_PI429545384	0.3988	3.50E-03	-4.92E-01	
A_23_P153986	0.3988	3.50E-03	-6.32E-01	KCNJ3
A_24_P65910	0.3988	3.53E-03	-4.74E-01	UQCC
CUST_32861_PI429545395	0.3988	3.53E-03	3.48E-01	
CUST_45047_PI429545406	0.3988	3.53E-03	-2.23	
CUST_4258_PI429545376	0.3988	3.53E-03	-8.18E-01	
A_33_P3302295	0.3988	3.54E-03	7.08E-01	
A_24_P92367	0.3988	3.54E-03	-4.18E-01	YDJC
A_33_P3419314	0.3988	3.54E-03	9.42E-01	CHD5
A_21_P0012709	0.3988	3.54E-03	-5.50E-01	HMP19
A_23_P320113	0.3988	3.55E-03	-4.04E-01	
CUST_39012_PI429545380	0.3988	3.55E-03	-4.56E-01	
A_32_P96036	0.3988	3.56E-03	-5.38E-01	MEX3A
A_33_P3470781	0.3988	3.59E-03	5.86E-01	RALGAPA2
A_23_P2181	0.3988	3.61E-03	5.06E-01	
A_33_P3348239	0.3988	3.61E-03	6.06E-01	FBN1
A_23_P206280	0.3988	3.61E-03	-6.08E-01	GPR56
A_23_P120227	0.3988	3.62E-03	5.74E-01	LBH
CUST_20977_PI429545384	0.3988	3.63E-03	-5.48E-01	
A_33_P3418846	0.3988	3.65E-03	5.14E-01	
A_33_P3221040	0.3988	3.66E-03	5.70E-01	
CUST_39967_PI429545388	0.3988	3.67E-03	7.72E-01	
A_24_P224488	0.3988	3.67E-03	-9.64E-01	
CUST_24721_PI429545380	0.3988	3.67E-03	-7.06E-01	
CUST_31924_PI429545384	0.3988	3.67E-03	-1.44	
CUST_2912_PI429545402	0.3988	3.68E-03	5.98E-01	
CUST_43965_PI429545395	0.3988	3.68E-03	-9.38E-01	
CUST_28653_PI429545376	0.3988	3.69E-03	-7.02E-01	
A_33_P3401902	0.3988	3.69E-03	-5.48E-01	
A_23_P406330	0.3988	3.69E-03	7.64E-01	SMAP2
CUST_15778_PI429545388	0.3988	3.70E-03	-7.06E-01	
CUST_1340_PI429545388	0.3988	3.72E-03	-6.80E-01	
CUST_39075_PI429545406	0.3988	3.72E-03	8.22E-01	
CUST_32851_PI429545395	0.3988	3.72E-03	3.76E-01	
CUST_28131_PI429545380	0.3988	3.72E-03	6.26E-01	
CUST_31675_PI429545384	0.3988	3.73E-03	-5.94E-01	
CUST_23771_PI429545399	0.3988	3.73E-03	6.14E-01	
A_33_P3249976	0.3988	3.73E-03	-5.76E-01	JAM2
A_23_P47682	0.3988	3.74E-03	-5.10E-01	NRIP3
A_23_P98410	0.3988	3.74E-03	9.80E-01	CD3G
A_33_P3209960	0.3988	3.74E-03	-8.22E-01	RASGRP2
A_32_P46571	0.3988	3.74E-03	-8.04E-01	RHBDL2
CUST_41130_PI429545406	0.3988	3.75E-03	-1.01	
CUST_41697_PI429545388	0.3988	3.76E-03	-1.27	
A_33_P3268875	0.3988	3.77E-03	6.32E-01	
CUST_23208_PI429545376	0.3988	3.78E-03	-8.46E-01	
CUST_37516_PI429545399	0.3988	3.78E-03	5.18E-01	
CUST_17368_PI429545380	0.3988	3.79E-03	4.12E-01	
CUST_37446_PI429545399	0.3988	3.80E-03	-1.69	
CUST_10676_PI429545384	0.3988	3.80E-03	-1.37	
A_33_P3392892	0.3988	3.80E-03	-5.80E-01	ULK4
CUST_4069_PI429545380	0.3988	3.80E-03	5.74E-01	
CUST_43083_PI429545410	0.3988	3.81E-03	-1.05	
CUST_33793_PI429545410	0.3988	3.82E-03	-9.90E-01	
CUST_2518_PI429545376	0.3988	3.82E-03	-1.25	
CUST_27581_PI429545402	0.3988	3.82E-03	1.86	
CUST_20989_PI429545406	0.3988	3.84E-03	1.46	
CUST_24617_PI429545384	0.3988	3.84E-03	-1.67	
CUST_30409_PI429545402	0.3988	3.85E-03	-1.24	
A_33_P3355944	0.3988	3.85E-03	-5.96E-01	
CUST_27403_PI429545402	0.3988	3.85E-03	7.32E-01	
CUST_22429_PI429545406	0.3988	3.85E-03	-5.94E-01	
CUST_20239_PI429545406	0.3988	3.86E-03	3.92E-01	
A_33_P3355567	0.3988	3.86E-03	8.26E-01	
CUST_2237_PI429545399	0.3988	3.86E-03	-5.48E-01	
CUST_21677_PI429545384	0.3988	3.87E-03	1.11	
CUST_42155_PI429545380	0.3988	3.87E-03	5.72E-01	
A_24_P23546	0.3988	3.88E-03	8.78E-01	
A_23_P24215	0.3994	3.89E-03	5.06E-01	TBC1D12
CUST_17044_PI429545380	0.4003	3.90E-03	6.12E-01	
CUST_2537_PI429545388	0.401	3.92E-03	-9.92E-01	
CUST_28371_PI429545406	0.4017	3.93E-03	6.08E-01	
CUST_14925_PI429545406	0.4019	3.94E-03	4.54E-01	
A_33_P3245178	0.4019	3.94E-03	-4.94E-01	
CUST_20471_PI429545395	0.403	3.97E-03	-1.05	
CUST_23587_PI429545384	0.403	3.97E-03	-4.94E-01	
CUST_25261_PI429545380	0.403	3.97E-03	-8.08E-01	
A_23_P16834	0.403	3.98E-03	9.52E-01	FNDC4
CUST_23127_PI429545399	0.4039	4.00E-03	9.80E-01	
A_33_P3396139	0.4039	4.01E-03	1.37	CTLA4
A_24_P333993	0.4039	4.01E-03	-6.94E-01	OR2W3
A_21_P0002559	0.4039	4.02E-03	-1.7	LOC285095
CUST_26771_PI429545380	0.4039	4.02E-03	4.40E-01	
A_23_P59807	0.4039	4.03E-03	7.80E-01	WNT2
CUST_15493_PI429545376	0.4039	4.03E-03	-5.10E-01	
A_33_P3296587	0.4048	4.05E-03	1.54	CP
CUST_45046_PI429545376	0.4054	4.07E-03	-8.78E-01	
CUST_17856_PI429545406	0.4054	4.07E-03	-1.52	
A_33_P3241021	0.4054	4.07E-03	1.83	CD69
CUST_11743_PI429545410	0.4065	4.09E-03	5.04E-01	
CUST_41837_PI429545388	0.4065	4.09E-03	8.12E-01	
A_24_P359067	0.4069	4.11E-03	-8.50E-01	LOC100130357
A_33_P3350393	0.4069	4.11E-03	4.04E-01	CES2
A_23_P167920	0.4069	4.12E-03	-9.14E-01	DLL1
A_23_P87036	0.4069	4.12E-03	1.02	APOA4
CUST_10021_PI429545395	0.4069	4.14E-03	-1.27	
A_33_P3216357	0.4069	4.14E-03	4.66E-01	KDM5C
A_23_P85218	0.4069	4.14E-03	-6.50E-01	SOX3
CUST_33255_PI429545402	0.4075	4.16E-03	1.23	
A_24_P187056	0.4075	4.16E-03	-4.92E-01	
CUST_30685_PI429545384	0.4075	4.17E-03	1.35	
CUST_24389_PI429545406	0.4083	4.18E-03	1.39	
A_33_P3347343	0.4091	4.20E-03	7.98E-01	
A_23_P134419	0.4092	4.20E-03	5.46E-01	ZP3
CUST_16873_PI429545384	0.4092	4.21E-03	7.50E-01	
A_24_P105564	0.4092	4.22E-03	-8.94E-01	PRKAB2
CUST_31011_PI429545388	0.4092	4.23E-03	8.76E-01	
CUST_38932_PI429545395	0.4092	4.23E-03	-7.34E-01	
CUST_38763_PI429545410	0.4092	4.24E-03	-6.72E-01	
CUST_44992_PI429545395	0.4092	4.24E-03	-5.02E-01	
A_33_P3321602	0.4126	4.28E-03	-4.88E-01	PHACTR4
CUST_21851_PI429545380	0.4126	4.30E-03	1.17	
CUST_11578_PI429545406	0.4126	4.30E-03	4.96E-01	
CUST_10431_PI429545395	0.4126	4.31E-03	7.72E-01	
CUST_37405_PI429545402	0.4126	4.31E-03	1.24	
A_23_P89589	0.4126	4.32E-03	4.38E-01	PER1
A_23_P103465	0.4126	4.33E-03	-5.38E-01	
CUST_19124_PI429545388	0.4126	4.33E-03	7.84E-01	
CUST_31121_PI429545395	0.4126	4.33E-03	-7.04E-01	
CUST_37427_PI429545388	0.4136	4.35E-03	-7.52E-01	
A_33_P3368900	0.4136	4.36E-03	3.72E-01	
CUST_25493_PI429545402	0.4141	4.37E-03	-1.27	
A_24_P201491	0.4142	4.37E-03	-5.00E-01	
CUST_36113_PI429545410	0.418	4.44E-03	1.35	
A_24_P11575	0.418	4.44E-03	6.88E-01	CRIM1
CUST_17084_PI429545395	0.418	4.45E-03	1.16	
A_24_P194081	0.418	4.45E-03	8.08E-01	FXYD5
A_33_P3407350	0.418	4.45E-03	5.32E-01	
A_23_P53891	0.418	4.47E-03	6.26E-01	KLF5
A_33_P3256293	0.418	4.47E-03	7.54E-01	
CUST_18793_PI429545410	0.418	4.50E-03	9.46E-01	
A_33_P3214501	0.418	4.50E-03	7.56E-01	AEN
A_23_P27795	0.418	4.50E-03	5.34E-01	SPINT2
A_33_P3360611	0.418	4.51E-03	-5.24E-01	MPP2
CUST_29636_PI429545388	0.418	4.51E-03	-1.32	
A_33_P3246413	0.418	4.51E-03	-4.12E-01	
CUST_40109_PI429545376	0.418	4.51E-03	-8.42E-01	
A_23_P354791	0.418	4.52E-03	7.46E-01	NAV2
A_33_P3213029	0.418	4.52E-03	-8.52E-01	
CUST_12861_PI429545399	0.418	4.53E-03	-1.02	
A_33_P3233404	0.418	4.54E-03	1.56	
CUST_13207_PI429545395	0.418	4.54E-03	4.28E-01	
CUST_37827_PI429545388	0.418	4.54E-03	5.76E-01	
CUST_33931_PI429545395	0.4186	4.56E-03	-6.64E-01	
CUST_42502_PI429545384	0.4186	4.57E-03	-8.44E-01	
CUST_39920_PI429545406	0.4186	4.58E-03	-1.25	
CUST_31981_PI429545388	0.4186	4.58E-03	-9.60E-01	
A_24_P357647	0.4186	4.59E-03	-6.60E-01	ANKRD31
A_33_P3270354	0.4186	4.59E-03	9.50E-01	
A_33_P3319401	0.4186	4.59E-03	-5.62E-01	ARHGAP21
A_24_P412512	0.4211	4.64E-03	6.98E-01	NIN
A_23_P108075	0.4211	4.64E-03	6.78E-01	SLC7A10
A_33_P3415828	0.4211	4.65E-03	4.48E-01	
A_23_P92687	0.4211	4.65E-03	5.98E-01	
A_23_P123732	0.4211	4.67E-03	-5.54E-01	
CUST_21031_PI429545380	0.4211	4.69E-03	-1.09	
A_23_P14673	0.4211	4.69E-03	-1.05	IGDCC4
A_23_P205713	0.4211	4.70E-03	-5.00E-01	STXBP6
A_23_P5339	0.4211	4.70E-03	-4.02E-01	TMEM177
CUST_35835_PI429545406	0.4211	4.71E-03	-8.02E-01	
A_33_P3400578	0.4211	4.71E-03	-7.80E-01	HLF
A_33_P3367017	0.4211	4.72E-03	4.68E-01	BRMS1
CUST_11202_PI429545376	0.4211	4.72E-03	5.38E-01	
CUST_22308_PI429545402	0.4211	4.72E-03	4.92E-01	
CUST_41212_PI429545380	0.4211	4.72E-03	-5.58E-01	
CUST_25143_PI429545388	0.4211	4.73E-03	-4.76E-01	
A_23_P19673	0.4211	4.73E-03	9.52E-01	SGK1
A_33_P3368303	0.4214	4.74E-03	8.58E-01	
CUST_13237_PI429545395	0.4227	4.76E-03	-8.00E-01	
A_32_P99100	0.4235	4.79E-03	-3.72E-01	PTPRK
CUST_23487_PI429545399	0.4235	4.80E-03	4.26E-01	
A_23_P65100	0.4235	4.80E-03	-1.15	GALNT8
A_21_P0010304	0.4235	4.81E-03	1.38	ANKRD30A
CUST_10518_PI429545406	0.4235	4.81E-03	1.02	
CUST_20593_PI429545399	0.4235	4.82E-03	3.66E-01	
A_33_P3280981	0.4235	4.83E-03	-7.56E-01	
CUST_13015_PI429545406	0.4235	4.84E-03	-5.32E-01	
CUST_43976_PI429545376	0.4235	4.84E-03	-5.36E-01	
A_32_P163089	0.4235	4.84E-03	7.64E-01	C12orf75
CUST_4001_PI429545406	0.4235	4.84E-03	-6.62E-01	
CUST_21797_PI429545384	0.4235	4.85E-03	8.60E-01	
CUST_12408_PI429545376	0.4239	4.86E-03	-6.28E-01	
CUST_26483_PI429545402	0.4241	4.87E-03	5.86E-01	
CUST_26913_PI429545402	0.4241	4.88E-03	-6.86E-01	
A_24_P316005	0.4241	4.89E-03	-6.40E-01	
CUST_18467_PI429545395	0.4241	4.90E-03	-6.96E-01	
A_23_P353614	0.4241	4.90E-03	-7.88E-01	
A_23_P167509	0.4241	4.91E-03	-5.80E-01	CYFIP2
A_23_P102000	0.4241	4.91E-03	1.54	CXCR4
A_33_P3376214	0.4241	4.91E-03	-6.24E-01	FMO5
A_33_P3367565	0.425	4.94E-03	6.38E-01	FNBP1
A_23_P371865	0.425	4.94E-03	6.34E-01	CDYL2
CUST_43905_PI429545410	0.425	4.94E-03	1.85	
A_33_P3274501	0.425	4.96E-03	-9.92E-01	KLRF1
CUST_31629_PI429545406	0.425	4.96E-03	4.04E-01	
CUST_2270_PI429545406	0.425	4.97E-03	-7.54E-01	
CUST_28310_PI429545395	0.425	4.97E-03	-6.88E-01	
CUST_26423_PI429545402	0.425	4.98E-03	-5.38E-01	
CUST_14517_PI429545395	0.425	4.99E-03	1.64	
A_23_P29594	0.425	5.00E-03	5.96E-01	RPL39L
CUST_12529_PI429545380	0.425	5.00E-03	6.66E-01	
A_23_P130089	0.425	5.00E-03	4.68E-01	IFT20
A_33_P3423650	0.425	5.01E-03	-5.58E-01	
CUST_14487_PI429545395	0.4251	5.01E-03	5.06E-01	
CUST_36123_PI429545410	0.4252	5.05E-03	-5.64E-01	
A_33_P3317613	0.4252	5.05E-03	1.26	
A_33_P3242119	0.4252	5.05E-03	-1.03	
A_24_P930975	0.4252	5.06E-03	6.00E-01	CD300LD
CUST_44546_PI429545376	0.4252	5.07E-03	-7.26E-01	
A_33_P3344521	0.4252	5.08E-03	6.24E-01	
CUST_41923_PI429545410	0.4252	5.09E-03	5.00E-01	
CUST_16554_PI429545402	0.4252	5.10E-03	6.18E-01	
A_33_P3417602	0.4252	5.11E-03	-5.96E-01	
CUST_14227_PI429545395	0.4252	5.12E-03	6.20E-01	
CUST_27568_PI429545376	0.4252	5.13E-03	-1.66	
CUST_34572_PI429545380	0.4252	5.14E-03	8.14E-01	
A_24_P290751	0.4252	5.15E-03	4.00E-01	DTX1
CUST_2220_PI429545388	0.4252	5.16E-03	7.64E-01	
CUST_11186_PI429545384	0.4252	5.16E-03	-1.17	
CUST_27162_PI429545384	0.4252	5.17E-03	7.56E-01	
A_23_P218331	0.4252	5.17E-03	-7.44E-01	
A_32_P216548	0.4252	5.17E-03	5.40E-01	LDLRAP1
A_19_P00319625	0.4252	5.17E-03	-3.68E-01	LOC729178
A_33_P3372069	0.4252	5.18E-03	-9.02E-01	
A_23_P157333	0.4252	5.18E-03	9.70E-01	EPHA1
CUST_16664_PI429545395	0.4252	5.18E-03	1.11	
A_32_P151800	0.4252	5.18E-03	-5.98E-01	FAM72D
A_33_P3417215	0.4252	5.19E-03	7.62E-01	CD72
A_23_P409093	0.4252	5.19E-03	-1.31	
CUST_21347_PI429545384	0.4252	5.20E-03	5.08E-01	
CUST_2110_PI429545388	0.4252	5.20E-03	-1.48	
A_21_P0011175	0.4252	5.22E-03	5.20E-01	
A_24_P6370	0.4252	5.22E-03	-1.3	
CUST_29437_PI429545402	0.4252	5.22E-03	1.1	
A_33_P3366039	0.4252	5.22E-03	4.52E-01	RPL29
A_23_P207507	0.4252	5.23E-03	9.90E-01	ABCC3
CUST_14231_PI429545376	0.4252	5.23E-03	-7.68E-01	
A_23_P77545	0.4252	5.24E-03	-6.80E-01	
A_23_P139919	0.4252	5.24E-03	7.64E-01	CHST11
CUST_14657_PI429545395	0.4256	5.26E-03	9.12E-01	
CUST_22837_PI429545399	0.4256	5.27E-03	6.18E-01	
CUST_2478_PI429545406	0.4256	5.28E-03	5.68E-01	
A_24_P281872	0.4256	5.30E-03	8.04E-01	CXorf27
CUST_20057_PI429545399	0.4256	5.32E-03	9.68E-01	
A_23_P361333	0.4256	5.32E-03	4.48E-01	
A_23_P43337	0.4256	5.33E-03	-5.12E-01	FREM1
A_23_P28598	0.4256	5.34E-03	6.04E-01	DLX2
A_33_P3209962	0.4256	5.34E-03	-6.56E-01	RASGRP2
A_23_P501722	0.4256	5.35E-03	-4.34E-01	TSPAN32
A_24_P272310	0.4256	5.36E-03	-1.56	MUSTN1
A_21_P0000182	0.4256	5.36E-03	-7.40E-01	LOC100507462
CUST_36103_PI429545410	0.4256	5.38E-03	1.29	
CUST_44896_PI429545376	0.4256	5.38E-03	-5.14E-01	
A_23_P85800	0.4256	5.39E-03	1.23	CD52
A_33_P3234643	0.4256	5.39E-03	3.90E-01	TMCO3
A_23_P350001	0.4256	5.40E-03	8.50E-01	GUCY1A2
A_33_P3618960	0.4256	5.41E-03	-6.42E-01	
CUST_38463_PI429545410	0.4256	5.41E-03	-4.42E-01	
A_21_P0011054	0.4256	5.41E-03	-8.64E-01	
CUST_20813_PI429545376	0.4256	5.43E-03	-7.36E-01	
CUST_40494_PI429545402	0.4256	5.43E-03	4.80E-01	
A_23_P47579	0.4256	5.44E-03	-4.20E-01	NLRP14
CUST_38151_PI429545395	0.4256	5.45E-03	6.22E-01	
CUST_11388_PI429545406	0.4256	5.46E-03	-5.18E-01	
A_33_P3270776	0.4256	5.48E-03	-6.88E-01	HTRA3
CUST_27693_PI429545384	0.4256	5.48E-03	-5.64E-01	
CUST_20748_PI429545402	0.4256	5.50E-03	-7.64E-01	
A_33_P3291567	0.4256	5.50E-03	-4.14E-01	TSNARE1
A_33_P3253264	0.4256	5.51E-03	3.24E-01	ZBTB48
A_23_P94494	0.4256	5.52E-03	4.86E-01	TLE4
CUST_10914_PI429545388	0.4256	5.53E-03	-7.00E-01	
CUST_12960_PI429545388	0.4256	5.53E-03	-4.72E-01	
CUST_37606_PI429545399	0.4256	5.55E-03	7.16E-01	
A_24_P233786	0.4256	5.55E-03	-8.34E-01	FAM129A
A_32_P59811	0.4256	5.55E-03	5.66E-01	PRPF18
CUST_31789_PI429545376	0.4256	5.56E-03	1.2	
A_33_P3378545	0.4256	5.57E-03	-5.58E-01	
A_24_P136758	0.4256	5.60E-03	4.78E-01	SAMD4B
A_33_P3803667	0.4256	5.60E-03	-5.32E-01	FLJ38122
CUST_3834_PI429545395	0.4256	5.62E-03	-1.49	
A_23_P431971	0.4256	5.62E-03	-1.04	CRTAC1
CUST_33001_PI429545380	0.4256	5.62E-03	4.40E-01	
A_32_P176018	0.4256	5.62E-03	5.88E-01	ACTL8
A_33_P3273444	0.4256	5.62E-03	3.22E-01	POLR3C
A_33_P3314466	0.4256	5.65E-03	-6.12E-01	
A_33_P3371360	0.4256	5.65E-03	4.52E-01	C6orf186
CUST_3070_PI429545410	0.4256	5.66E-03	-3.92E-01	
A_33_P3309491	0.4256	5.66E-03	-6.40E-01	PTPRU
CUST_1819_PI429545380	0.4256	5.67E-03	-5.26E-01	
A_33_P3264740	0.4256	5.67E-03	-7.48E-01	LOC100132850
CUST_15983_PI429545384	0.4256	5.68E-03	9.14E-01	
CUST_36335_PI429545406	0.4256	5.68E-03	-5.56E-01	
A_23_P79496	0.4256	5.68E-03	1.65	STON1-GTF2A1L
A_23_P350512	0.4256	5.69E-03	1.26	ADAM12
CUST_24719_PI429545406	0.4256	5.70E-03	5.04E-01	
CUST_42177_PI429545388	0.4256	5.70E-03	-7.14E-01	
A_21_P0000029	0.4256	5.71E-03	-4.74E-01	COG5
CUST_38999_PI429545376	0.4256	5.72E-03	-1.03	
CUST_38382_PI429545395	0.4256	5.73E-03	-1.09	
CUST_32644_PI429545384	0.4256	5.74E-03	1.27	
